Diagnosis_date,Type,cases,Temperature_l,Temperature_h
2020/5/3,HFMD,1,20.5,36.2
2020/5/4,HFMD,1,24.9,36.4
2020/5/5,HFMD,2,24.1,33.8
2020/5/6,HFMD,1,22.1,33.4
2020/5/7,HFMD,3,24.5,33.8
2020/5/8,HFMD,4,21.2,29.1
2020/5/9,HFMD,3,20.8,24.5
2020/5/10,HFMD,1,18.3,29.6
2020/5/11,HFMD,1,18.2,24.9
2020/5/12,HFMD,1,,26.9
2020/5/13,HFMD,1,19.2,22.9
2020/5/14,HFMD,1,18.6,21.9
2020/5/15,HFMD,1,18.5,30
2020/5/16,HFMD,1,21.7,29.5
2020/5/17,HFMD,1,23.1,32.6
2020/5/18,HFMD,1,21.4,34.9
2020/5/19,HFMD,1,23.4,35.4
2020/5/20,HFMD,1,25,
2020/5/21,HFMD,1,22.3,25.5
2020/5/22,HFMD,1,22.5,29.8
2020/5/23,HFMD,1,21.6,34.5
2020/5/24,HFMD,1,20.5,28
2020/5/25,HFMD,1,19.2,21.1
2020/5/26,HFMD,1,18.7,25.1
2020/5/27,HFMD,1,20.3,25.6
2020/5/28,HFMD,1,19.7,26.1
2020/5/29,HFMD,1,19.1,30.3
2020/5/30,HFMD,1,20.1,34.4
2020/5/31,HFMD,1,22.1,28.1
2020/6/1,HFMD,1,21.6,32.9
2020/6/2,HFMD,1,18.6,
2020/6/3,HFMD,1,18.9,28.1
2020/6/4,HFMD,1,20.4,32
2020/6/5,HFMD,1,22.4,34.2
2020/6/6,HFMD,2,24.5,31.2
2020/6/7,HFMD,2,23.1,
2020/6/8,HFMD,1,21.9,27.6
2020/6/9,HFMD,1,21.6,25.1
2020/6/10,HFMD,1,21.8,31
2020/6/11,HFMD,4,24.7,28.6
2020/6/12,HFMD,1,23.8,28
2020/6/13,HFMD,1,24.6,32.9
2020/6/14,HFMD,1,24.6,30.6
2020/6/15,HFMD,1,25.7,36.4
2020/6/16,HFMD,1,28.1,36.8
2020/6/17,HFMD,1,23.3,
2020/6/18,HFMD,1,23.5,31.8
2020/6/19,HFMD,1,24.5,33.9
2020/6/20,HFMD,2,21.5,
2020/6/21,HFMD,1,22.6,28.5
2020/6/22,HFMD,1,23.8,26.2
2020/6/23,HFMD,1,23.8,27.8
2020/6/24,HFMD,4,23.8,33.1
2020/6/25,HFMD,4,24.2,37.1
2020/6/26,HFMD,4,26.4,36
2020/6/27,HFMD,4,22.7,28.3
2020/6/28,HFMD,4,23.5,27.5
2020/6/29,HFMD,4,24.3,33.7
2020/6/30,HFMD,2,26.3,29.4
2020/7/1,HFMD,1,22.9,27.6
2020/7/2,HFMD,2,21.8,28.7
2020/7/3,HFMD,2,23.5,33.9
2020/7/4,HFMD,2,24.5,28.6
2020/7/5,HFMD,2,25,26.5
2020/7/6,HFMD,2,23.8,26.5
2020/7/7,HFMD,1,24.5,27.8
2020/7/8,HFMD,1,24.5,31.9
2020/7/9,HFMD,5,25.4,33.3
2020/7/10,HFMD,2,25.2,31.4
2020/7/11,HFMD,2,24.6,27
2020/7/12,HFMD,1,25,27.5
2020/7/13,HFMD,3,23.4,29.2
2020/7/14,HFMD,1,25.2,36.2
2020/7/15,HFMD,1,27.6,31.7
2020/7/16,HFMD,3,25.8,27.6
2020/7/17,HFMD,2,24.6,26
2020/7/18,HFMD,1,24.4,30.2
2020/7/19,HFMD,2,24.8,34.4
2020/7/20,HFMD,3,25.1,30.9
2020/7/21,HFMD,3,25.5,31.6
2020/7/22,HFMD,2,24.5,29.4
2020/7/23,HFMD,1,26.3,35.7
2020/7/24,HFMD,2,28.3,36.8
2020/7/25,HFMD,2,27.9,35.9
2020/7/26,HFMD,3,23.8,30.8
2020/7/27,HFMD,3,24.1,35.7
2020/7/28,HFMD,4,26,38.6
2020/7/29,HFMD,4,27.3,36.6
2020/7/30,HFMD,1,25.2,
2020/7/31,HFMD,2,23.9,31.2
2020/8/1,HFMD,6,25.7,36.9
2020/8/2,HFMD,1,27.8,37.1
2020/8/3,HFMD,4,28.4,38.3
2020/8/4,HFMD,5,29.1,38.7
2020/8/5,HFMD,2,29.3,39.2
2020/8/6,HFMD,3,30.6,38.5
2020/8/7,HFMD,2,30.9,37
2020/8/8,HFMD,2,26.4,35.4
2020/8/9,HFMD,4,26.9,35.4
2020/8/10,HFMD,2,28.7,38.5
2020/8/11,HFMD,6,29.9,35.6
2020/8/12,HFMD,4,30.2,37.9
2020/8/13,HFMD,4,24.7,
2020/8/14,HFMD,3,24.7,38.2
2020/8/15,HFMD,3,29.7,37.4
2020/8/16,HFMD,4,30.5,37
2020/8/17,HFMD,2,30,36.5
2020/8/18,HFMD,3,22.6,
2020/8/19,HFMD,2,20.9,29.8
2020/8/20,HFMD,6,24.4,32.7
2020/8/21,HFMD,6,26.2,35.5
2020/8/22,HFMD,2,27.5,36.9
2020/8/23,HFMD,4,27.8,40.5
2020/8/24,HFMD,9,24.7,
2020/8/25,HFMD,2,22.7,35.6
2020/8/26,HFMD,4,24.4,36.8
2020/8/27,HFMD,3,25.4,39.9
2020/8/28,HFMD,4,28,39.7
2020/8/29,HFMD,4,27.6,40.3
2020/8/30,HFMD,6,30.1,39.4
2020/8/31,HFMD,7,26.3,33.6
2020/9/1,HFMD,4,25.3,33.8
2020/9/2,HFMD,3,24.3,28.8
2020/9/3,HFMD,3,24.6,27.5
2020/9/4,HFMD,5,21.6,26.4
2020/9/5,HFMD,3,23.5,30.8
2020/9/6,HFMD,3,22.1,
2020/9/7,HFMD,7,21.5,33.5
2020/9/8,HFMD,6,24,32.4
2020/9/9,HFMD,12,25.6,34.7
2020/9/10,HFMD,7,22.8,28.5
2020/9/11,HFMD,7,24.4,28.7
2020/9/12,HFMD,4,21,25.6
2020/9/13,HFMD,10,20.3,22
2020/9/14,HFMD,13,,
2020/9/15,HFMD,14,21,23.7
2020/9/16,HFMD,12,21.7,23.6
2020/9/17,HFMD,8,18.6,
2020/9/18,HFMD,9,19.1,27.8
2020/9/19,HFMD,8,21,30.4
2020/9/20,HFMD,20,23.5,27.8
2020/9/21,HFMD,10,20.6,23.8
2020/9/22,HFMD,11,18.2,20.9
2020/9/23,HFMD,22,18.8,23.5
2020/9/24,HFMD,7,19.5,27.2
2020/9/25,HFMD,15,19.1,
2020/9/26,HFMD,7,18.2,22.8
2020/9/27,HFMD,9,19.5,25
2020/9/28,HFMD,16,19.9,22.4
2020/9/29,HFMD,15,19.3,23.4
2020/9/30,HFMD,9,19.9,27
2020/10/1,HFMD,14,21.1,23.1
2020/10/2,HFMD,16,19.9,21.8
2020/10/3,HFMD,23,19.3,21.5
2020/10/4,HFMD,10,18,19.3
2020/10/5,HFMD,19,15.8,18.3
2020/10/6,HFMD,27,14.7,16.6
2020/10/7,HFMD,21,15.3,19.6
2020/10/8,HFMD,23,17,18.7
2020/10/9,HFMD,31,16,18.1
2020/10/10,HFMD,39,16.9,20.4
2020/10/11,HFMD,22,17.8,19.7
2020/10/12,HFMD,32,17.5,18.9
2020/10/13,HFMD,24,18.2,20
2020/10/14,HFMD,24,15.9,19.7
2020/10/15,HFMD,33,14.9,17
2020/10/16,HFMD,38,14.8,16.3
2020/10/17,HFMD,38,14.1,17.5
2020/10/18,HFMD,46,14.6,19.3
2020/10/19,HFMD,44,15.7,19.7
2020/10/20,HFMD,42,14.2,18.4
2020/10/21,HFMD,44,14.6,19.9
2020/10/22,HFMD,47,13.7,22.7
2020/10/23,HFMD,42,13.2,21.9
2020/10/24,HFMD,50,17.3,23.4
2020/10/25,HFMD,58,17.7,21.2
2020/10/26,HFMD,54,17.6,20.1
2020/10/27,HFMD,63,17.1,18.6
2020/10/28,HFMD,72,15.1,
2020/10/29,HFMD,56,15.1,18.5
2020/10/30,HFMD,65,16.6,18.7
2020/10/31,HFMD,47,16.4,17.7
2020/11/1,HFMD,56,15.2,
2020/11/2,HFMD,62,13.9,16.5
2020/11/3,HFMD,67,14.8,18.2
2020/11/4,HFMD,76,14.7,18.5
2020/11/5,HFMD,74,15,18
2020/11/6,HFMD,78,15.4,20.5
2020/11/7,HFMD,62,13.8,22.2
2020/11/8,HFMD,77,14.6,21.8
2020/11/9,HFMD,99,16.9,23.5
2020/11/10,HFMD,87,14.6,25.2
2020/11/11,HFMD,86,13.2,25.9
2020/11/12,HFMD,74,13,24.3
2020/11/13,HFMD,86,13,25.5
2020/11/14,HFMD,75,14.1,25
2020/11/15,HFMD,89,13.2,24.5
2020/11/16,HFMD,90,13.7,24.1
2020/11/17,HFMD,99,15.5,25.9
2020/11/18,HFMD,75,16.8,21.7
2020/11/19,HFMD,77,15.6,22.9
2020/11/20,HFMD,67,16.1,19.2
2020/11/21,HFMD,62,12.4,17.5
2020/11/22,HFMD,66,8.5,
2020/11/23,HFMD,70,8.3,10.6
2020/11/24,HFMD,71,8.5,10.6
2020/11/25,HFMD,62,,12
2020/11/26,HFMD,73,10.6,13.9
2020/11/27,HFMD,67,11.1,13.2
2020/11/28,HFMD,38,9,11.8
2020/11/29,HFMD,53,8.5,13.6
2020/11/30,HFMD,48,10.7,12.5
2020/12/1,HFMD,55,9.6,12.4
2020/12/2,HFMD,51,10.3,11.3
2020/12/3,HFMD,52,9.3,10.4
2020/12/4,HFMD,60,8.5,10
2020/12/5,HFMD,43,,13.8
2020/12/6,HFMD,46,8.9,10.9
2020/12/7,HFMD,72,9.3,10.5
2020/12/8,HFMD,74,,13.7
2020/12/9,HFMD,47,,11.3
2020/12/10,HFMD,54,,11.8
2020/12/11,HFMD,41,9.5,11.4
2020/12/12,HFMD,42,10.2,11.9
2020/12/13,HFMD,43,10,
2020/12/14,HFMD,38,7.2,
2020/12/15,HFMD,42,6.4,7.3
2020/12/16,HFMD,39,,8.5
2020/12/17,HFMD,37,6.8,8.9
2020/12/18,HFMD,47,6.5,8.9
2020/12/19,HFMD,55,6.6,7.8
2020/12/20,HFMD,35,4,10.8
2020/12/21,HFMD,43,3.4,11.7
2020/12/22,HFMD,46,3.6,8.7
2020/12/23,HFMD,42,6.4,10.8
2020/12/24,HFMD,46,,8.5
2020/12/25,HFMD,37,7.1,8.8
2020/12/26,HFMD,31,7.4,9.8
2020/12/27,HFMD,36,6,12.1
2020/12/28,HFMD,33,8.9,10.3
2020/12/29,HFMD,37,6.2,
2020/12/30,HFMD,22,5.9,7.6
2020/12/31,HFMD,32,5.2,7.4
2021/1/1,HFMD,29,5.5,10.7
2021/1/2,HFMD,20,8,
2021/1/3,HFMD,26,7,10.3
2021/1/4,HFMD,38,9.1,
2021/1/5,HFMD,38,10.8,
2021/1/6,HFMD,30,9.4,
2021/1/7,HFMD,21,8.2,
2021/1/8,HFMD,25,6,
2021/1/9,HFMD,20,5.5,
2021/1/10,HFMD,16,4,5
2021/1/11,HFMD,21,9.3,
2021/1/12,HFMD,19,1,12.4
2021/1/13,HFMD,19,13.3,
2021/1/14,HFMD,25,14.4,
2021/1/15,HFMD,24,13.7,
2021/1/16,HFMD,17,8.2,
2021/1/17,HFMD,9,3.8,7.5
2021/1/18,HFMD,11,7.6,
2021/1/19,HFMD,19,10.3,
2021/1/20,HFMD,15,10.5,
2021/1/21,HFMD,16,10.1,
2021/1/22,HFMD,11,7.1,15.3
2021/1/23,HFMD,12,,13.2
2021/1/24,HFMD,13,,
2021/1/25,HFMD,8,12.5,
2021/1/26,HFMD,13,8.9,10.9
2021/1/27,HFMD,10,9.6,
2021/1/28,HFMD,15,13.1,
2021/1/29,HFMD,10,11.8,
2021/1/30,HFMD,11,8.9,14.8
2021/1/31,HFMD,9,12.8,
2021/2/1,HFMD,10,15.4,
2021/2/2,HFMD,9,9.3,12.3
2021/2/3,HFMD,9,13.8,
2021/2/4,HFMD,9,12.8,
2021/2/5,HFMD,11,10,14.7
2021/2/6,HFMD,10,15.4,
2021/2/7,HFMD,7,17.8,
2021/2/8,HFMD,6,16.3,
2021/2/9,HFMD,3,17.9,
2021/2/10,HFMD,12,10.2,19.5
2021/2/11,HFMD,3,20.2,
2021/2/12,HFMD,2,22.2,
2021/2/13,HFMD,7,11.9,16.3
2021/2/14,HFMD,8,21.6,
2021/2/15,HFMD,11,,
2021/2/16,HFMD,8,11.2,15.6
2021/2/17,HFMD,5,18.9,
2021/2/18,HFMD,6,18.5,
2021/2/19,HFMD,4,11.2,19.7
2021/2/20,HFMD,8,21.8,
2021/2/21,HFMD,5,24,
2021/2/22,HFMD,3,25.8,
2021/2/23,HFMD,6,24.1,
2021/2/24,HFMD,9,27.6,
2021/2/25,HFMD,8,20.8,
2021/2/26,HFMD,7,12.6,
2021/2/27,HFMD,3,13.3,
2021/2/28,HFMD,13,,
2021/3/1,HFMD,8,16.5,
2021/3/2,HFMD,6,10.2,12.8
2021/3/3,HFMD,7,15.1,
2021/3/4,HFMD,9,18.4,
2021/3/5,HFMD,6,19.5,
2021/3/6,HFMD,6,12.7,16.1
2021/3/7,HFMD,3,14.2,
2021/3/8,HFMD,6,17,
2021/3/9,HFMD,5,17.1,
2021/3/10,HFMD,5,15.4,
2021/3/11,HFMD,8,20.4,
2021/3/12,HFMD,4,20.5,
2021/3/13,HFMD,9,25.1,
2021/3/14,HFMD,8,24.8,
2021/3/15,HFMD,9,26,
2021/3/16,HFMD,11,17.4,20
2021/3/17,HFMD,9,24.1,
2021/3/18,HFMD,12,23.6,
2021/3/19,HFMD,4,20.6,
2021/3/20,HFMD,12,,
2021/3/21,HFMD,11,10.5,
2021/3/22,HFMD,10,14.2,
2021/3/23,HFMD,12,19.3,
2021/3/24,HFMD,10,24.3,
2021/3/25,HFMD,12,16,20.2
2021/3/26,HFMD,16,18.2,
2021/3/27,HFMD,9,23.6,
2021/3/28,HFMD,9,27.7,
2021/3/29,HFMD,12,27.4,
2021/3/30,HFMD,13,24.4,
2021/3/31,HFMD,11,23.5,
2021/4/1,HFMD,12,,
2021/4/2,HFMD,19,14.2,16.5
2021/4/3,HFMD,17,18.1,
2021/4/4,HFMD,13,18.9,
2021/4/5,HFMD,20,19.2,
2021/4/6,HFMD,19,17.7,
2021/4/7,HFMD,13,17.4,
2021/4/8,HFMD,26,22.5,
2021/4/9,HFMD,11,15.5,20.1
2021/4/10,HFMD,13,17.7,
2021/4/11,HFMD,13,19,
2021/4/12,HFMD,24,14.8,21.2
2021/4/13,HFMD,15,21.3,
2021/4/14,HFMD,26,21.7,
2021/4/15,HFMD,20,19.6,
2021/4/16,HFMD,21,18.9,
2021/4/17,HFMD,23,18.9,
2021/4/18,HFMD,31,17.3,
2021/4/19,HFMD,33,15.6,20.9
2021/4/20,HFMD,43,20.1,
2021/4/21,HFMD,31,25.1,
2021/4/22,HFMD,32,16.2,27.7
2021/4/23,HFMD,33,21.9,25.3
2021/4/24,HFMD,32,18.3,23.4
2021/4/25,HFMD,37,16.8,19.7
2021/4/26,HFMD,46,24.2,
2021/4/27,HFMD,57,27.2,
2021/4/28,HFMD,72,23.3,
2021/4/29,HFMD,56,29.6,
2021/4/30,HFMD,68,33.5,
2021/5/1,HFMD,62,36,
2021/5/2,HFMD,47,37.1,
2021/5/3,HFMD,57,27.3,
2021/5/4,HFMD,63,27,
2021/5/5,HFMD,47,,
2021/5/6,HFMD,74,18.9,
2021/5/7,HFMD,75,25.2,
2021/5/8,HFMD,56,17.7,29.3
2021/5/9,HFMD,55,34.2,
2021/5/10,HFMD,44,28,
2021/5/11,HFMD,55,20.3,23.5
2021/5/12,HFMD,50,20.2,29.3
2021/5/13,HFMD,48,22.3,26.1
2021/5/14,HFMD,81,21.4,30.1
2021/5/15,HFMD,72,20,26.9
2021/5/16,HFMD,51,19.5,27.9
2021/5/17,HFMD,63,26.1,
2021/5/18,HFMD,82,28.2,
2021/5/19,HFMD,90,20.6,27.1
2021/5/20,HFMD,76,21.5,25.2
2021/5/21,HFMD,65,24.8,
2021/5/22,HFMD,62,23.5,
2021/5/23,HFMD,63,18.3,
2021/5/24,HFMD,63,,
2021/5/25,HFMD,109,18.2,21.6
2021/5/26,HFMD,99,23,
2021/5/27,HFMD,97,25.8,
2021/5/28,HFMD,95,26.3,
2021/5/29,HFMD,88,24.3,
2021/5/30,HFMD,90,28.6,
2021/5/31,HFMD,88,31.3,
2021/6/1,HFMD,92,31,
2021/6/2,HFMD,123,23.2,26.5
2021/6/3,HFMD,105,17.5,25.1
2021/6/4,HFMD,101,30.5,
2021/6/5,HFMD,86,32.2,
2021/6/6,HFMD,108,20,34.2
2021/6/7,HFMD,123,25.3,31.4
2021/6/8,HFMD,103,24,27.8
2021/6/9,HFMD,87,20.5,
2021/6/10,HFMD,84,21.2,27.4
2021/6/11,HFMD,78,30.9,
2021/6/12,HFMD,82,35,
2021/6/13,HFMD,115,26.6,36.7
2021/6/14,HFMD,72,36.4,
2021/6/15,HFMD,105,28.2,35.8
2021/6/16,HFMD,81,28.5,37.1
2021/6/17,HFMD,87,,
2021/6/18,HFMD,85,20,23.1
2021/6/19,HFMD,93,21.4,28.4
2021/6/20,HFMD,105,22.6,28.3
2021/6/21,HFMD,92,30.7,
2021/6/22,HFMD,79,33,
2021/6/23,HFMD,84,37.2,
2021/6/24,HFMD,97,31.4,
2021/6/25,HFMD,78,27.6,
2021/6/26,HFMD,85,30.9,
2021/6/27,HFMD,83,27.2,
2021/6/28,HFMD,99,24.9,30.3
2021/6/29,HFMD,100,24.7,30.5
2021/6/30,HFMD,84,33.5,
2021/7/1,HFMD,70,23.9,28.1
2021/7/2,HFMD,71,28.2,
2021/7/3,HFMD,91,32.4,
2021/7/4,HFMD,96,29.3,
2021/7/5,HFMD,89,29.6,
2021/7/6,HFMD,84,25.4,30.4
2021/7/7,HFMD,69,34.2,
2021/7/8,HFMD,88,25,
2021/7/9,HFMD,77,31.1,
2021/7/10,HFMD,86,25.7,34.9
2021/7/11,HFMD,93,26.3,32
2021/7/12,HFMD,86,23.9,32.8
2021/7/13,HFMD,102,26.1,37.4
2021/7/14,HFMD,86,28.6,38.6
2021/7/15,HFMD,89,36.8,
2021/7/16,HFMD,79,,
2021/7/17,HFMD,77,33.7,
2021/7/18,HFMD,73,33.3,
2021/7/19,HFMD,72,32.3,
2021/7/20,HFMD,71,35.5,
2021/7/21,HFMD,61,26,36.5
2021/7/22,HFMD,59,36.9,
2021/7/23,HFMD,46,27.9,37.3
2021/7/24,HFMD,54,33.5,
2021/7/25,HFMD,61,35.7,
2021/7/26,HFMD,60,38.1,
2021/7/27,HFMD,54,35.9,
2021/7/28,HFMD,43,35.8,
2021/7/29,HFMD,34,27.4,38.2
2021/7/30,HFMD,23,27.8,38.6
2021/7/31,HFMD,25,38.4,
2021/8/1,HFMD,34,27,39.6
2021/8/2,HFMD,29,29.4,41
2021/8/3,HFMD,18,40.9,
2021/8/4,HFMD,29,30.8,40.3
2021/8/5,HFMD,18,30.4,38.5
2021/8/6,HFMD,16,38.8,
2021/8/7,HFMD,22,,
2021/8/8,HFMD,12,26,29.4
2021/8/9,HFMD,9,31.5,
2021/8/10,HFMD,7,32,
2021/8/11,HFMD,11,25.6,32.9
2021/8/12,HFMD,12,26.5,30.6
2021/8/13,HFMD,7,26.9,
2021/8/14,HFMD,8,22.5,24.9
2021/8/15,HFMD,15,23.4,30.5
2021/8/16,HFMD,14,34.6,
2021/8/17,HFMD,4,35.2,
2021/8/18,HFMD,8,36,
2021/8/19,HFMD,11,26.8,37
2021/8/20,HFMD,14,28.7,36.9
2021/8/21,HFMD,15,29.9,37.3
2021/8/22,HFMD,10,23.5,33.8
2021/8/23,HFMD,13,22,27.9
2021/8/24,HFMD,10,32.2,
2021/8/25,HFMD,8,27.8,
2021/8/26,HFMD,6,,
2021/8/27,HFMD,9,23.9,
2021/8/28,HFMD,14,20.5,22.8
2021/8/29,HFMD,8,23.4,
2021/8/30,HFMD,10,21.9,32.1
2021/8/31,HFMD,7,24.3,31
2021/9/1,HFMD,10,25.5,32.7
2021/9/2,HFMD,6,26.4,35.9
2021/9/3,HFMD,9,26.9,36.4
2021/9/4,HFMD,9,33.1,
2021/9/5,HFMD,17,32.2,
2021/9/6,HFMD,10,,
2021/9/7,HFMD,13,21.9,30
2021/9/8,HFMD,23,22.6,30.7
2021/9/9,HFMD,10,25.8,
2021/9/10,HFMD,9,21.3,32
2021/9/11,HFMD,8,31.2,
2021/9/12,HFMD,15,22.6,28.6
2021/9/13,HFMD,14,33.6,
2021/9/14,HFMD,13,25.3,32.9
2021/9/15,HFMD,8,26.3,34
2021/9/16,HFMD,11,23,
2021/9/17,HFMD,18,22.4,27.1
2021/9/18,HFMD,16,26.2,
2021/9/19,HFMD,18,27.8,
2021/9/20,HFMD,15,20.5,31.1
2021/9/21,HFMD,19,21.1,33.8
2021/9/22,HFMD,17,36.2,
2021/9/23,HFMD,19,36.2,
2021/9/24,HFMD,17,36.4,
2021/9/25,HFMD,14,36.9,
2021/9/26,HFMD,33,37.3,
2021/9/27,HFMD,27,23.6,28.5
2021/9/28,HFMD,31,23,26.5
2021/9/29,HFMD,22,31.5,
2021/9/30,HFMD,27,22.3,33
2021/10/1,HFMD,20,23.2,33.8
2021/10/2,HFMD,22,36.3,
2021/10/3,HFMD,35,36.5,
2021/10/4,HFMD,21,36.7,
2021/10/5,HFMD,31,32.7,
2021/10/6,HFMD,24,24.2,
2021/10/7,HFMD,25,20,
2021/10/8,HFMD,25,26,
2021/10/9,HFMD,31,20.2,27.9
2021/10/10,HFMD,9,15.2,23.2
2021/10/11,HFMD,18,,17.7
2021/10/12,HFMD,17,21,
2021/10/13,HFMD,30,24.2,
2021/10/14,HFMD,34,21.5,
2021/10/15,HFMD,22,18.5,
2021/10/16,HFMD,13,16,
2021/10/17,HFMD,22,14.2,18.1
2021/10/18,HFMD,23,17.2,
2021/10/19,HFMD,23,16.6,
2021/10/20,HFMD,12,15.6,
2021/10/21,HFMD,17,18.7,
2021/10/22,HFMD,24,19.6,
2021/10/23,HFMD,20,13.3,21.2
2021/10/24,HFMD,20,13.3,23
2021/10/25,HFMD,30,18.7,
2021/10/26,HFMD,34,17.9,
2021/10/27,HFMD,19,15.6,17.8
2021/10/28,HFMD,25,15.6,18.3
2021/10/29,HFMD,23,20.3,
2021/10/30,HFMD,25,20.8,
2021/10/31,HFMD,25,19,
2021/11/1,HFMD,34,,
2021/11/2,HFMD,26,17.8,
2021/11/3,HFMD,21,17.2,
2021/11/4,HFMD,35,18.2,
2021/11/5,HFMD,31,20,
2021/11/6,HFMD,14,20.3,
2021/11/7,HFMD,20,8.2,14
2021/11/8,HFMD,21,13.5,
2021/11/9,HFMD,23,9.4,13.8
2021/11/10,HFMD,21,6.9,16.1
2021/11/11,HFMD,29,,11.5
2021/11/12,HFMD,21,14.1,
2021/11/13,HFMD,15,14,
2021/11/14,HFMD,11,13.1,
2021/11/15,HFMD,21,10.5,14.4
2021/11/16,HFMD,18,12.8,
,,,10.2,14.2
,,,15.3,
,,,10.6,13.4
,,,12.1,13.8
,,,9.7,12.9
,,,9.1,12.7
,,,15,
,,,8.8,16
,,,17.2,
,,,18,
,,,,
,,,12.2,15.5
,,,11,13.8
,,,8,16.7
,,,9.6,15.5
,,,8.7,17.5
,,,8.1,16.8
,,,11.2,15.8
,,,18.2,
,,,10.3,15.4
,,,15.7,
,,,11.7,13.2
,,,11,15.6
,,,13.5,
,,,10.3,12.2
,,,9.5,12.4
,,,16.2,
,,,11.7,14
,,,13,
,,,14.9,
,,,11.9,
,,,,
,,,13.4,
,,,9.5,12.6
,,,7,14.2
,,,6.2,15.8
,,,12,
,,,9.9,13.1
,,,8.9,11.8
,,,,
,,,6.1,
,,,7.1,
,,,10.6,
,,,6,9
,,,10.1,
,,,12.8,
,,,11.9,
,,,10.9,
,,,10.6,
,,,7.5,12
,,,9.8,12.1
,,,9.6,10.6
,,,11.3,
,,,13.3,
,,,10.2,15
,,,9.4,15.4
,,,12.5,
,,,11.7,
,,,12.1,
,,,,
,,,7.9,12.3
,,,6.6,16
,,,6.3,17.1
,,,17.3,
,,,11.9,
,,,10.7,
,,,11.7,
,,,12.4,
,,,11.4,
,,,11.6,
,,,11.9,
,,,10.5,
,,,6.2,8.5
,,,8.3,
,,,6.9,9.7
,,,12,
,,,5.6,9.1
,,,8.4,
,,,4.4,11.2
,,,11.7,
,,,7.8,10.4
,,,9,
,,,4.7,8.2
,,,6,7.3
,,,5.7,9.6
,,,8.7,
,,,11,
,,,7.8,13.2
,,,16.2,
,,,17.3,
,,,18.4,
,,,14.2,
,,,13.5,
,,,12.4,
,,,5.7,
,,,9.8,
,,,8.1,
,,,8.9,
,,,14,
,,,13.1,
,,,14.2,
,,,17.1,
,,,7.8,17.8
,,,19.5,
,,,17.6,
,,,16.2,
,,,19.3,
,,,11.4,19.8
,,,16.2,
,,,22.5,
,,,25.4,
,,,27.9,
,,,14.5,27
,,,28.6,
,,,30.5,
,,,28.9,
,,,19.2,30.3
,,,30.2,
,,,19.4,33.3
,,,28.2,